company,title,location,posted,href,description,skills
Marbill Technologies,Data Scientist,"Marbella, Andalusia, Spain",,https://es.linkedin.com/jobs/view/data-scientist-at-marbill-technologies-2880544108?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=cfqiPwnJNJrQz8zXG6Vjig%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card,"We are looking for a Data Scientist who will support our Marketing, Risk, Customer, and Leadership team with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action.What you will bring:Strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulationsA proven ability to drive business results with their data-based insights.Comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.Responsibilities:Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques, risk assessments, and business strategies.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms to apply to data sets.Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting, and other business outcomes.Develop company A/B testing framework and test model quality.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracyQualifications:Strong problem-solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.Excellent written and verbal communication skills for coordinating across teams.A drive to learn and master new technologies and techniques.We’re looking for someone with 3-5 years of experience manipulating data sets and building statistical models, has a Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field.Show less","b'Strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations|A proven ability to drive business results with their data-based insights.|Comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.|Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.|Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques, risk assessments, and business strategies.|Assess the effectiveness and accuracy of new data sources and data gathering techniques.|Develop custom data models and algorithms to apply to data sets.|Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting, and other business outcomes.|Develop company A/B testing framework and test model quality.|Coordinate with different functional teams to implement models and monitor outcomes.|Develop processes and tools to monitor and analyze model performance and data accuracy|Strong problem-solving skills with an emphasis on product development.|Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.|Experience working with and creating data architectures.|Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.|Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.|Excellent written and verbal communication skills for coordinating across teams.|A drive to learn and master new technologies and techniques.|We\xe2\x80\x99re looking for someone with 3-5 years of experience manipulating data sets and building statistical models, has a Master\xe2\x80\x99s or PHD in Statistics, Mathematics, Computer Science or another quantitative field.'"
SEEDiA.city,Machine Learning Engineer,Krakow Metropolitan Area,2 weeks ago,https://pl.linkedin.com/jobs/view/machine-learning-engineer-at-seedia-city-2864654141?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=LTBo7AuM5%2FxCSbOGSfe2Cw%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/seedia/mycompany/?viewAsMember=true,b''
Peak,Data Scientist,"Manchester Area, United Kingdom",,https://uk.linkedin.com/jobs/view/data-scientist-at-peak-2882587047?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=p6sVH5HRZGwQoVYsV1jcQg%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card,Job description here: https://peak.bamboohr.com/jobs/view.php?id=95,b''
NetBase Quid,Data Scientist - Machine Learning,"Taipei City, Taiwan",,https://tw.linkedin.com/jobs/view/data-scientist-machine-learning-at-netbase-quid-2882330805?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=9bUBa27G%2Bn3M0h%2F06mCxzA%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card,,
Open Systems Inc.,Data Scientist,"Atlanta, GA",,https://www.linkedin.com/jobs/view/data-scientist-at-open-systems-inc-2880982687?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=gmdH5IhVA1rtxPlUboGRsQ%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card,"Description:Who we are and what we do:The AI and Data Science team is centralized across the entire organization.We work with various product teams across various business units to define high-impact business problems, solve them using novel techniques, and execute and monitor them throughout their lifecycle.Most of our models make it to production, they never sit in a research lab. But we also do quite a bit of research to stay up to date with the latest technologies/algorithms.We are very collaborative; you will likely get lots of ideas from the team. What kind of problems do we solve?Our locomotives stream 350+ sensor information in real-time. We create predictive models to predict various component failures hours, days, and sometimes months in advance.There are high-frame cameras beside our tracks, capturing images of trains and rail cars as they pass.We design various Deep Learning and Computer Vision algorithms to detect certain objects of interest or issues and defects.We then optimize their performance and deploy them at the edge for real-time scoring and notification of our mechanical personnel upon detections.Want to learn more? Apply today! What tools do we use?We use Python, R, and Spark (PySpark, SparkR, Scala) for modeling and EDA.You will have a local machine with 512GB of memory, so feel free to load the data in memory if it makes sense or if it fits.You will also have terabytes of memory in our Spark cluster that is not shared by anyone.We use Jupyter notebook, Emacs, PyCharm, RStudio as IDEs.We use TensorFlow, Keras, PyTorch, and MX Net for Deep Learning, and OpenCV for traditional Computer Vision.You will have your own dedicated GPU (!) in addition to a GPU cluster to run parallel training and inference jobs.We always have the latest versions of our tools/packages/libraries available. What are our requirements:Bachelor’s, Master’s or Ph.D. in Computer Science, Electrical Engineering, Machine Learning, Statistics, or related fieldMinimum of 1 year of relevant industry experience (as a Data Scientist, Research Scientist, Machine Learning Engineer, etc.), 2+ preferred; or proven qualifications.Hands-on and theoretical knowledge of various Machine Learning algorithms and tools, e.g., xgboost/LightGBM, Random Forests, SVMs, PCA, t-sne, kmeans, DBSCAN, etc.Expertise with Time Series problems is a plusExcellent knowledge of Python and/or R, knowledge of Spark is a plus What will be your duties?Effectively utilize appropriate statistical and Machine Learning models and techniques to solve various business problemsCollaborate with various departments to identify opportunities for process improvement and developing analytics use-cases.Evaluate accuracy and quality of data sources, as well as the designed modelsStays up to date with the latest models and changes in the technologyCommunicate results to colleagues and business partners.Show less","b'The AI and Data Science team is centralized across the entire organization.|We work with various product teams across various business units to define high-impact business problems, solve them using novel techniques, and execute and monitor them throughout their lifecycle.|Most of our models make it to production, they never sit in a research lab. But we also do quite a bit of research to stay up to date with the latest technologies/algorithms.|We are very collaborative; you will likely get lots of ideas from the team.|Our locomotives stream 350+ sensor information in real-time. We create predictive models to predict various component failures hours, days, and sometimes months in advance.|There are high-frame cameras beside our tracks, capturing images of trains and rail cars as they pass.|We design various Deep Learning and Computer Vision algorithms to detect certain objects of interest or issues and defects.|We then optimize their performance and deploy them at the edge for real-time scoring and notification of our mechanical personnel upon detections.|Want to learn more? Apply today!|We use Python, R, and Spark (PySpark, SparkR, Scala) for modeling and EDA.|You will have a local machine with 512GB of memory, so feel free to load the data in memory if it makes sense or if it fits.|You will also have terabytes of memory in our Spark cluster that is not shared by anyone.|We use Jupyter notebook, Emacs, PyCharm, RStudio as IDEs.|We use TensorFlow, Keras, PyTorch, and MX Net for Deep Learning, and OpenCV for traditional Computer Vision.|You will have your own dedicated GPU (!) in addition to a GPU cluster to run parallel training and inference jobs.|We always have the latest versions of our tools/packages/libraries available.|Bachelor\xe2\x80\x99s, Master\xe2\x80\x99s or Ph.D. in Computer Science, Electrical Engineering, Machine Learning, Statistics, or related field|Minimum of 1 year of relevant industry experience (as a Data Scientist, Research Scientist, Machine Learning Engineer, etc.), 2+ preferred; or proven qualifications.|Hands-on and theoretical knowledge of various Machine Learning algorithms and tools, e.g., xgboost/LightGBM, Random Forests, SVMs, PCA, t-sne, kmeans, DBSCAN, etc.|Expertise with Time Series problems is a plus|Excellent knowledge of Python and/or R, knowledge of Spark is a plus|Effectively utilize appropriate statistical and Machine Learning models and techniques to solve various business problems|Collaborate with various departments to identify opportunities for process improvement and developing analytics use-cases.|Evaluate accuracy and quality of data sources, as well as the designed models|Stays up to date with the latest models and changes in the technology'"
Nigel Frank International,Machine Learning Engineer - Oslo,"Oslo, Oslo, Norway",,https://no.linkedin.com/jobs/view/machine-learning-engineer-oslo-at-nigel-frank-international-2877734277?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=AQ12mdmZrny%2FA%2BQuBFCpag%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card,"We are looking for a machine learning engineer!As a growing internal team based in central Oslo, you will be working within a dedicated Data & AI department on ML projects in the media industrySome of your responsibilities will include:Researching, developing and evaluating ML modelsExploring large, unstructured data sets from a range of sources across ScandinaviaWorking with colleagues to determine the best tech stack and working methodologies for projectsStaying up to date on ML techniques to ensure we are always at the forefront of our industry!With offices and customers located across Scandinavia, there are a variety of projects in-house for you to be involved in - whether your area of expertise is within NLP or computer vision, whether you prefer focusing on R&D or production and deployment, there are many areas to explore internally!You will work with data from media sources such as publishing companies, newspapers, and social media to identify trends and anomalies, and come up with solutions to provide the analysis and insights they need to solve their problems and become more efficientWe are looking for you to have some of the following skills and experiences:Proficiency in PythonExperience with technologies such as pytorch, tensorflow, kerasExperience working end-to-end on ML solutionsCloud experience is beneficialExperience or familiarity with an Agile working environmentAs a company with data science at the very centre of it's offerings, you can be sure you'll be working as part of adedicated team with all of the resources and tools you need to be productiveWith an innovative working culture, and plenty of encouragement to experiment, it is a safe place to grow your skillsetand develop professionally whilst working on some of the Nordics largest ML solutionsFor any questions, contact Lucy on l.whiting@jeffersonfrank.comShow less","b'Researching, developing and evaluating ML models|Exploring large, unstructured data sets from a range of sources across Scandinavia|Working with colleagues to determine the best tech stack and working methodologies for projects|Staying up to date on ML techniques to ensure we are always at the forefront of our industry!|Proficiency in Python|Experience with technologies such as pytorch, tensorflow, keras|Experience working end-to-end on ML solutions|Cloud experience is beneficial|Experience or familiarity with an Agile working environment'"
Jugaad Lab,Machine Learning Engineer,"Philadelphia, PA",3 weeks ago,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jugaad-lab-2859102833?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=JgSZrnTg232muVJXHSQl2g%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,"We develop R&D prototypes for logistics companies. The work we do is on machine learning engineering for perception, planning and control of trucks and forklifts. Background would include any of the following:1. Perception: Expertise with classic and learning-based computer vision for monocular cameras, stereo cameras and Lidars. This could include object detection, distance measurement, barcode reading, SLAM, sensor fusion for robotics, and modifying off-the-shelf ML perception pipelines.2. Multi-agent planning and control of robots: Hands-on experience with ROS and working with real automotive or robotic systems. Implementation of localization, trajectory generation and trajectory following for robots with dynamics.3. Machine Learning at the edge and on the cloud (AWS). We will be benchmarking ML algorithms on embedded platforms such as the Nvidia Jetson. Experience with onnx, Apache TVM, TensorFlow RT, and pytorch is a plus.4. Networking of cameras and automation systems: Interfacing edge and cloud systems. Experience with CAN, DDS, MQQT, ROS2 is a plus.Show less",b''
hema.to GmbH,Machine Learning Engineer,"Munich, Bavaria, Germany",2 weeks ago,https://de.linkedin.com/jobs/view/machine-learning-engineer-at-hema-to-gmbh-2869314529?refId=0iXCSl4iQEZAgZ7RO01tmw%3D%3D&trackingId=Zvn6SMi2rP7zh4GOPazplA%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card,,
Anomalo,Machine Learning Engineer (Remote - Americas),"San Francisco, CA",3 days ago,https://www.linkedin.com/jobs/view/machine-learning-engineer-remote-americas-at-anomalo-2879962283?refId=ApGiv02KQIy4JYq2wTz2ig%3D%3D&trackingId=w5m2S%2FW934u%2FkMhxEcz9Dg%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card,"About AnomaloMuch like software before it, data is the next competitive battleground for modern enterprises. As a result, more and more companies are rushing to stand up their data stack and become data-powered organizations.But every data-powered company quickly encounters one unfortunate fact: much of their data is missing, stale, corrupt, or prone to unexpected and unwelcome changes. As a result, companies spend more time dealing with issues in their data rather than unlocking that data's value.Anomalo addresses this problem by adding a new layer to the Modern Data Stack: a Data Quality Platform that monitors enterprise data to automatically detect and root-cause any data issues, thus allowing teams to resolve any hiccups with their data before making decisions, running operations, or powering models.We help companies trust the data they use to make decisions and build products.We work with some of the biggest brands like BuzzFeed, Discover Financial Services, and Substack. We're raised over $39m in seed and Series A funding backed by top-tier venture firms like Norwest Venture Partners, Foundation Capital, Two Sigma Ventures, and First Round Capital. We are building the platform that data-driven companies need to stay data-driven, and would love to have you join us for the ride!What you’ll do as an ML Engineer at AnomaloOwn end-to-end development of machine learning product features (algorithm development, benchmarking, backend development, deployment, measurement, and ongoing operations) alongside product and engineeringBuild machine learning algorithms that can run automatically on any structured data stored across hundreds of customer cloud data warehouse environmentsDesign algorithms that intelligently sample from very large tables to detect statistically significant anomaliesBuild automated feature engineering, model training, and scoring pipelines that run in environments not directly under our controlEnhance our chaos library and benchmarking platform for measuring the effectiveness of our time series and unsupervised machine learning algorithmsUse explainability algorithms and visualizations to ensure we understand how our algorithms are working in production environmentsBuild custom visualizations that translate findings from our machine learning algorithms into actionable explanations for issues our customers can easily interpretDevelop new methods and approaches to monitoring or validating data at scale without creating false positive notificationsExpand our library of data checks for constrained anomaly detection and validation use casesQualifications You'll Ideally Have5+ years of machine learning engineering experienceProficiency in Python is highly preferredA strong first-principles approach to thinking about complex data and machine learning problemsDesire and ability to work at multiple levels of the machine learning stack (research, development, production)Bachelor’s degree or higher in Mathematics, Statistics, Computer Science or a related discipline or equivalent practical experienceNice to haveExperience with time-series algorithmsExperience with anomaly detection and data analyticsExperience deploying machine learning algorithms in SaaS platformsPrior full-stack engineering experienceTechnologies we usePython (django / celery / numpy / pandas)Machine Learning (Scikit-learn, XGBoost, Prophet / Greykite)JavaScript (React / Hooks / TypeScript)Databases (Postgres / Redis / DynamoDB)Cloud (AWS - EC2, RDS, ECS, S3 / GCP / Azure)CI/CD (AWS CodeBuild / GitHub Actions)Containers (Docker / Kubernetes)Data warehouses (Snowflake / BigQuery / Redshift / Presto / Synapse / DeltaLake)Perks of working with us👩‍💻 We were fully remote before it was a thing, your best work happens on your schedule✈️ Unlimited vacation that we encourage you to take🩹 Top of the line family-friendly medical, dental, and vision insurance plans🍼 16 weeks paid maternity/paternity leave because family comes first🔍 A radically open and transparent culture that supports autonomy and growth💸 Meaningful employee equity packages plus life insurance and a 401k plan🖥️ All new top-of-the-line laptops, monitors, and peripherals for doing your best workWhat We ValueRational Optimism - We rely on each other to make principled decisions backed by data and logicFor & By All - Diverse, inclusive teams build better products that represent the needs of our customersOwn It - We champion ownership, and we take accountability for our workOpacity Zero - Transparency enables our autonomous and fact-driven cultureOutcomes > Hours - People should work when and where they will be most productiveYOLO - Life's too short not to have fun at workShow less","b'Own end-to-end development of machine learning product features (algorithm development, benchmarking, backend development, deployment, measurement, and ongoing operations) alongside product and engineering|Build machine learning algorithms that can run automatically on any structured data stored across hundreds of customer cloud data warehouse environments|Design algorithms that intelligently sample from very large tables to detect statistically significant anomalies|Build automated feature engineering, model training, and scoring pipelines that run in environments not directly under our control|Enhance our chaos library and benchmarking platform for measuring the effectiveness of our time series and unsupervised machine learning algorithms|Use explainability algorithms and visualizations to ensure we understand how our algorithms are working in production environments|Build custom visualizations that translate findings from our machine learning algorithms into actionable explanations for issues our customers can easily interpret|Develop new methods and approaches to monitoring or validating data at scale without creating false positive notifications|Expand our library of data checks for constrained anomaly detection and validation use cases|5+ years of machine learning engineering experience|Proficiency in Python is highly preferred|A strong first-principles approach to thinking about complex data and machine learning problems|Desire and ability to work at multiple levels of the machine learning stack (research, development, production)|Bachelor\xe2\x80\x99s degree or higher in Mathematics, Statistics, Computer Science or a related discipline or equivalent practical experience|Experience with time-series algorithms|Experience with anomaly detection and data analytics|Experience deploying machine learning algorithms in SaaS platforms|Prior full-stack engineering experience|Python (django / celery / numpy / pandas)|Machine Learning (Scikit-learn, XGBoost, Prophet / Greykite)|JavaScript (React / Hooks / TypeScript)|Databases (Postgres / Redis / DynamoDB)|Cloud (AWS - EC2, RDS, ECS, S3 / GCP / Azure)|CI/CD (AWS CodeBuild / GitHub Actions)|Containers (Docker / Kubernetes)|Data warehouses (Snowflake / BigQuery / Redshift / Presto / Synapse / DeltaLake)'"
Trusaic,Data Scientist,"Los Angeles, CA",7 days ago,https://www.linkedin.com/jobs/view/data-scientist-at-trusaic-2871497600?refId=ApGiv02KQIy4JYq2wTz2ig%3D%3D&trackingId=xkfQGD5RdTXoH9nVQ3Qj3Q%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card,"Love statistics?Realize that Small Data is actually where the inferential action is? Trusaic's statistical assessments help companies achieve their Diversity, Equity, and You are proficient in coding and quality testing, and are comfortable in interpreting statistical results and presenting results for non-technical audiences. Trusaic's products help companies achieve their Diversity, Equity, and Inclusion (DEI) goals as well as navigate compliance across jurisdictions. Join Trusaic to apply both your statistical expertise and your R-programming skills toward social good.Required:Demonstrated proficiency in writing, running, and interpreting R code and output;Conduct research to identify and apply relevant R packages for accomplishing programming objectives;Extensively document own code;Debug own code and the code of others;Filter, sort, compute summary statistics, pivot tables and merge data in spreadsheets;Rapidly revise code in response to changes in product specifications;TroubleshootWork within the git version control system;Meet agreed upon deadlines.Qualifications:Master's degree in quantitative subject e.g., mathematics, statistics, computer science, economics or Bachelor's degree in same with 5 years work experience in a quantitative fieldSuccessfully completed coursework in probability and statistics, including linear and logistic regression, maximum likelihood estimation, hypothesis testing, model assessment and selection, Bayesian inference, Monte Carlo methodsShow less","b""Demonstrated proficiency in writing, running, and interpreting R code and output;|Conduct research to identify and apply relevant R packages for accomplishing programming objectives;|Extensively document own code;|Debug own code and the code of others;|Filter, sort, compute summary statistics, pivot tables and merge data in spreadsheets;|Rapidly revise code in response to changes in product specifications;|Troubleshoot|Work within the git version control system;|Meet agreed upon deadlines.|Master's degree in quantitative subject e.g., mathematics, statistics, computer science, economics or Bachelor's degree in same with 5 years work experience in a quantitative field|Successfully completed coursework in probability and statistics, including linear and logistic regression, maximum likelihood estimation, hypothesis testing, model assessment and selection, Bayesian inference, Monte Carlo methods"""
"Niufitel, S.L.",Machine Learning Engineer,"Sacramento, CA",3 days ago,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-niufitel-s-l-2877309008?refId=ApGiv02KQIy4JYq2wTz2ig%3D%3D&trackingId=SKh7OynJ73gpfyvUXayUfA%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card,"I am searching for a talented Machine Learning Engineer (AI, Python) to join a leading AI Lab that has grown exponentially and on a global scale in recent years. This opportunity is based in Central London (open to hybrid work weeks).The team you will be joining is utilising state-of-the-art tech to work on Recommendation Systems, NLP, and further fields. The team has competed to become a leading platform in recent years through continuous innovations from some of tech's brightest minds!As a Machine Learning Engineer, you will be experienced with one or more general-purpose programming languages, with previous commercial experience. If you are an ambitious individual looking to progress rapidly alongside a like-minded team, apply for immediate consideration for this role as a Machine Learning Engineer!What we can offer a Machine Learning Engineer (AI, Python):Excellent, flexible compensation package dependant on seniorityJoin an agile team and collaborate with the brightest minds within AIBroad exposure working on greenfield projectsUtilise cutting edge tech within a hands-on roleKeywords: Machine Learning Engineer (AI, Python): AI, Artificial intelligence, recommendation systems, recommender systems, Python, Machine Learning, Phd, MSc, BSc, computer science, engineer, programmer, developer, NLP, PyTorch, TensorFlow, AWS, GCP, Azure, Cloud, Infrastructure, Development, Developer, Programmer, Programming, Software, AI, Artificial Intelligence, Deep Learning, NLP, Natural Language Processing, Deep Neural Networks, DNN, Scientist, Research, Researcher, Cython, Modelling, Algorithms, Algorithmic, Team Work, Collaboration, Research, GANs, Deep Neural Networks, CNNs, Fairness, Ethics, Research, Scientist, Researcher, PhD, Post Doctoral, Research Fellow, Lecturer, Reinforcement Learning, ACML, NIPS, ICML, ICVPR, Publications, Conferences, Journals, Bayesian Inference, Generative ModelsShow less","b'Excellent, flexible compensation package dependant on seniority|Join an agile team and collaborate with the brightest minds within AI|Broad exposure working on greenfield projects|Utilise cutting edge tech within a hands-on role'"
Quest Diagnostics,"Software QA Engineer, Bioinformatics, remote","San Juan Capistrano, CA",3 days ago,https://www.linkedin.com/jobs/view/software-qa-engineer-bioinformatics-remote-at-quest-diagnostics-2875819548?refId=ApGiv02KQIy4JYq2wTz2ig%3D%3D&trackingId=5eoVoVmwoebH%2BR2bRiIP3A%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,"Look for more than answers.At Quest, we are on a continuous journey of discovery and development. It’s this attitude that has made us an industry leader and the #1 Diagnostic Lab in the US. For those joining us, we offer exciting and fast moving career opportunities where you can affect change at a rate unheard of in many organizations of our size and scope. While we invest in and develop technology to drive our innovations, our ongoing success relies on our people.Quest Diagnostics Specialty Genetics Testing products provide specific answers that clinicians need to deliver the appropriate diagnostic and prognostic care to their patients. As a Software QA Engineer in our Bioinformatics team, you will work for the world leader in the industry, with a career where you will have the opportunity to collaborate and affect change while expanding your leadership skills and technical knowledge. You can make a real impact in a market that is growing and developing.Software QA Engineer, The RoleYou will be a member of an agile team that develops, tests, and deploys innovative software that connects our data analysis pipelines with our ordering and lab workflow system for specialty genetics testing. In this role you will make a direct impact on patient care and support the development of novel products.This professional can work remotely.Job ResponsibilitiesYou will help test existing and new web applications in the Bioinformatics space, involving laboratory workflows in specialty testing, including genomicsAgile DevOps workflow with PHP in a web application environment using PHP, some Java, some JavaScriptConnect web applications through APIs with other systemsConnect to MySQL/SQLServer databasesUse Docker to build environment independent softwareBuild dashboards and reportsBuild solutions for On-prem and AWS cloudSupport testing and documentationTo qualify, the ideal candidate will have the following skills and experience:B.S. in Computer Science, Software Engineering or a related fieldAt least 3 years of object-oriented programming web applications in PHP required.Laravel framework experience a plus, and/or willingness to learn LaravelAt least 2 years of MySQL or equivalent database development and programming experience.At least 2 years of designing, writing, and executing software tests, including unit, integration, functional, end-to-end tests.Ability to interpret and decompose business logic as part of test case design.At least 1 year designing and implementing browser-based testing using Cypress, Jest, or equivalent.Web application fundamentals with HTML/CSS and JavaScript, utilizing:Next.js (React)Tailwind CSSGood understanding of source code management using Git, Github or Gitlab in an Agile DevOps CI/CD environment.A good understanding of Unix/Linux fundamentals (Ubuntu, Redhat/CentOS or Debian), basic networking principles and scripting (bash, Perl).Willingness to learn, debug and work at solving challenging, yet fun problems.Apply TodayJoin us for competitive benefits and development opportunities in a progressive and supportive environment. Help us improve our service, and the experiences of our patients and colleagues. Work with us and together we can be better.Your Quest career. Seek it out.All requirements are subject to possible modifications to reasonably accommodate individuals with disabilities. Quest Diagnostics is an Equal Opportunity Employer: Women / Minorities / Veterans / Disabled / Sexual Orientation / Gender Identity.Show less","b'You will help test existing and new web applications in the Bioinformatics space, involving laboratory workflows in specialty testing, including genomics|Agile DevOps workflow with PHP in a web application environment using PHP, some Java, some JavaScript|Connect web applications through APIs with other systems|Connect to MySQL/SQLServer databases|Use Docker to build environment independent software|Build dashboards and reports|Build solutions for On-prem and AWS cloud|Support testing and documentation|B.S. in Computer Science, Software Engineering or a related field|At least 3 years of object-oriented programming web applications in PHP required.Laravel framework experience a plus, and/or willingness to learn Laravel|At least 2 years of MySQL or equivalent database development and programming experience.|At least 2 years of designing, writing, and executing software tests, including unit, integration, functional, end-to-end tests.|Ability to interpret and decompose business logic as part of test case design.|At least 1 year designing and implementing browser-based testing using Cypress, Jest, or equivalent.|Web application fundamentals with HTML/CSS and JavaScript, utilizing:|Next.js (React)|Tailwind CSS|Good understanding of source code management using Git, Github or Gitlab in an Agile DevOps CI/CD environment.|A good understanding of Unix/Linux fundamentals (Ubuntu, Redhat/CentOS or Debian), basic networking principles and scripting (bash, Perl).|Willingness to learn, debug and work at solving challenging, yet fun problems.'"
