company,title,location,posted,href,description,skills
Royalty Pharma,Data Scientist,"New York, NY",6 days ago,https://www.linkedin.com/jobs/view/data-scientist-at-royalty-pharma-2871307562?refId=cQ8bMK6%2BsU6H0IyBWsutAA%3D%3D&trackingId=9KpDA7CM%2FqbMX%2BVhr25z1A%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card,,
Anvizent,Data Scientist,"Philadelphia, PA",4 weeks ago,https://www.linkedin.com/jobs/view/data-scientist-at-anvizent-2847144224?refId=cQ8bMK6%2BsU6H0IyBWsutAA%3D%3D&trackingId=0ZUfxrVF0v6qmCCUE%2FA%2BUA%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card,"Work with developers, data engineers, senior executives, and customers to define and create the next generation of features for Anvizent’s data fabric platform product. What you will get out of it:Work with nice peopleMake substantial contributionsLearn a lotCompetitive compensation and benefitsStock options in a tech startupMust have skills:Data analysisData visualizationStrong SQL skillsAt least one modern computer language typically used for data analysis such as Python, R, Matlab, etc.Nice to have skills:BI tools such as Power BI, TableauApplied Machine Learning (classical and/or deep learning techniques)Key attributes:KindHighly curiousStrongly motivatedSerious problem-solving skillsAble to communicate with teammates as well as technical and non-technical customersEducation: At least a four-year degree in a quantitative field such as Engineering, Computer Science, Physics, Applied Math, or similar. Post-graduate degree a plus.Applicants for employment in the US must have valid work authorization that does NOT now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Intelligent Analytics Corporation. Applicant must be a US Citizen to be allowed to work on ITAR Projects. Show less","b'Work with nice people|Make substantial contributions|Learn a lot|Competitive compensation and benefits|Stock options in a tech startup|Data analysis|Data visualization|Strong SQL skills|At least one modern computer language typically used for data analysis such as Python, R, Matlab, etc.|BI tools such as Power BI, Tableau|Applied Machine Learning (classical and/or deep learning techniques)|Kind|Highly curious|Strongly motivated|Serious problem-solving skills|Able to communicate with teammates as well as technical and non-technical customers'"
Spot Freight,Data Scientist,"Indianapolis, IN",,https://www.linkedin.com/jobs/view/data-scientist-at-spot-freight-2878745362?refId=cQ8bMK6%2BsU6H0IyBWsutAA%3D%3D&trackingId=rQYtt9YkeNvK1KYp%2F8%2BJhA%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card,"We are seeking a talented Data Scientist who has a passion for solving business problems by providing  critical & actionable insights through data modeling and analysis. You’ll partner directly with the most senior leadership at Spot, along with our data/technology teams to understand and solve complex business problems. You will be using our rich database of millions of datapoints to build a proprietary & dynamic pricing model, as well as other operational models that will greatly impact our growth, profitability & overall efficiency. You would be a great fit for our team if you’re a self-starter who is passionate about exploring the intersection of real business problems with huge data sets and finding ways to  deliver value to our daily operations. This person will be a game changer in an industry that is ripe for AI/data analytics.Key Responsibilities:Use data modeling & analytical approaches to develop proprietary, dynamic pricing models for daily operational useApply data science techniques including machine learning, AI and statistical modeling across multiple functional areas of the organization to drive improved decision makingImprove upon existing methodologies and tools by incorporating new data sources and implementing model enhancementsServe as a highly qualified technical resource to Spot’s senior management team, with heavy involvement in driving continued growth & scaling of the organizationCreate and track accuracy and performance metrics (both technical and business metrics) of models & toolsCreate, enhance, and maintain technical documentation, and present to other scientists, engineers, and business leadersBasic Qualifications:3+ years of experience with data scripting languages (e.g., SQL, Python, R etc.) or statistical/mathematical software (e.g., R, SAS, or MATLAB)At least 2 years’ experience and understanding of Microsoft Azure Synapse ML ToolAPI development experienceAt least 2-3 years of experience in quantitative analytics or data modelingDeep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithmsFluency in a programming language (Python, C, C++, Java, SQL)Familiarity with Big Data frameworks and visualization tools (Cassandra, Hadoop, Spark, Tableau, Power BI)Why RED Technologies?Be able to make an immediate impact in a rapidly growing companyComprehensive training program to set you up for successOngoing career development and internal advancement opportunitiesModern, downtown office with a bowling alley and an on-site gymCausal dress code – company gear for the days you can’t decide what to wearConvenient downtown parkingComprehensive mental, dental, and vision insuranceGreat Growth: Our fast-growing company allows you to create your own path. We hire people who are driven to succeed, and we back them up with the training and support that helps them grow.Great People: Work in an inclusive culture with an engaged, energized team of people who are committed to a common vision of doing the little things right.Great Technology: Red Technologies is a game-changing proprietary software that’s been designed and developed with our shippers, carriers, and drivers in mind.Great Relationships: We are more than just a broker. Spot is dedicated to making sure every shipment, every customer, and every contract carrier is taken care of. That’s why, no matter what time or day, we're always available.Great Benefits: Comprehensive medical, dental, and vision insurance. Company paid STD and Life insurance. 401k with employer match and Paid Time Off. Modern, uptown office.#REDTMSRed Technologies provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. Red Technologies is committed to working with and providing reasonable accommodation to individuals with disabilities. If, because of a disability, you need a reasonable accommodation, please reach out to our Human Resources Department to notify us of your request. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.  Show less","b'Use data modeling & analytical approaches to develop proprietary, dynamic pricing models for daily operational use|Apply data science techniques including machine learning, AI and statistical modeling across multiple functional areas of the organization to drive improved decision making|Improve upon existing methodologies and tools by incorporating new data sources and implementing model enhancements|Serve as a highly qualified technical resource to Spot\xe2\x80\x99s senior management team, with heavy involvement in driving continued growth & scaling of the organization|Create and track accuracy and performance metrics (both technical and business metrics) of models & tools|Create, enhance, and maintain technical documentation, and present to other scientists, engineers, and business leaders|3+ years of experience with data scripting languages (e.g., SQL, Python, R etc.) or statistical/mathematical software (e.g., R, SAS, or MATLAB)|At least 2 years\xe2\x80\x99 experience and understanding of Microsoft Azure Synapse ML Tool|API development experience|At least 2-3 years of experience in quantitative analytics or data modeling|Deep understanding of predictive modeling, machine-learning, clustering and classification techniques, and algorithms|Fluency in a programming language (Python, C, C++, Java, SQL)|Familiarity with Big Data frameworks and visualization tools (Cassandra, Hadoop, Spark, Tableau, Power BI)|Be able to make an immediate impact in a rapidly growing company|Comprehensive training program to set you up for success|Ongoing career development and internal advancement opportunities|Modern, downtown office with a bowling alley and an on-site gym|Causal dress code \xe2\x80\x93 company gear for the days you can\xe2\x80\x99t decide what to wear|Convenient downtown parking|Comprehensive mental, dental, and vision insurance'"
Verikai,Data Scientist (Remote),"Chicago, IL",5 days ago,https://www.linkedin.com/jobs/view/data-scientist-remote-at-verikai-2874963409?refId=cQ8bMK6%2BsU6H0IyBWsutAA%3D%3D&trackingId=HZqEzQTcXkk5ERk%2FTWN%2B2w%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card,"Company IntroductionVerikai is an insurance technology company changing the way the industry views risk with true predictive analytics. Our well-established database includes over 4,000 behavior attributes for 250+ million people in the United States and provides deep insight to these individuals' true health risks. With this data, we help insurance companies improve underwriting precision, speed and efficiency using alternative data and machine learning – and ultimately, we provide consumers and small businesses with greater access to a broader range of insurance products.Verikai isn't your typical startup. And we aren't looking for typical employees. For starters, we are a fully remote organization, meaning your home base can be your sofa, your favorite café, or a (wifi-equipped) cabin in the woods. All you need is your brain and a laptop…and we provide the laptop. We're looking for people who want to do inspired work for a higher purpose. We are a growing and well-funded tech startup with a great product and even better ideas. If you want to make an immediate impact on the way the insurance industry operates while working in a fun, fast-paced and supportive environment, you've come to the right place.About The RoleAs part of the analytics team at Verikai, you will be in front of real customer issues and the data they generate in real time. You will be tasked with analyzing large-scale datasets and rewarded by witnessing your analysis been leveraged by the customers and creating tremendous value for them. You will have the opportunity to train yourself, with help from more senior team members, on using various data tools to analyze various types of complex datasets. You will also be able to manipulate our cutting-edge machine learning platform and improve it to build insightful models while learning and practicing how to build a truly operational model. Our start up culture will allow you to will work closely with all aspects of the business, and really shine on building up our analytics process and infrastructure.ResponsibilitiesDevelop cutting-edge machine learning algorithms, complement to our proprietary modeling platform, to extract greater lift from our data and provide more value for the customersRefine/tailor our proprietary machine learning algorithm to better fit into various scenarios presented by the customers and our own visionsConstantly look for useful attributes to expand our core data assets from various data sources, like US census bureau, and validate the usefulness of the new dataUtilize proper tools to clean customer data, like PySpark, R, Python, or Excel, to prepare for upcoming data analysis or modeling exercisesConduct descriptive analysis or other statistical analysis on customer data to identify valuable patterns to guide customers' business decisions. Analyze the data creatively so that the results directly meet what customers wantHelp prepare presentations or other customer-facing materials to demonstrate the value of our insights and to educate the customers on what we did and how we did itPresent the results/findings/models to customers as a technical expert, an industry insider, and a company promoterSkills And QualificationsBachelor's degree or above in Statistics, Mathematics, or Computer Science with 2-4 years of relevant working experienceDemonstrates experience dealing with large datasets and creating models to solve real customer problems; Experience of modeling insurance data is a plusDeep knowledge in statistical modeling, knowing what's good and what's bad and how to tweak the parametersProficient in Python or R, familiar with PySpark and ExcelCritical and independent thinking, able to establish logical assumptions and think through scenariosCreative, open-minded, and positive attitude when challenges present themselvesNot afraid of doing independent research, not settling on trivial progressAttention to detail; Sense of ownership in your workEffective communication, able to explain complex statistical terms and results to both technical and non-technical audiencesShow less","b""Develop cutting-edge machine learning algorithms, complement to our proprietary modeling platform, to extract greater lift from our data and provide more value for the customers|Refine/tailor our proprietary machine learning algorithm to better fit into various scenarios presented by the customers and our own visions|Constantly look for useful attributes to expand our core data assets from various data sources, like US census bureau, and validate the usefulness of the new data|Utilize proper tools to clean customer data, like PySpark, R, Python, or Excel, to prepare for upcoming data analysis or modeling exercises|Conduct descriptive analysis or other statistical analysis on customer data to identify valuable patterns to guide customers' business decisions. Analyze the data creatively so that the results directly meet what customers want|Help prepare presentations or other customer-facing materials to demonstrate the value of our insights and to educate the customers on what we did and how we did it|Present the results/findings/models to customers as a technical expert, an industry insider, and a company promoter|Bachelor's degree or above in Statistics, Mathematics, or Computer Science with 2-4 years of relevant working experience|Demonstrates experience dealing with large datasets and creating models to solve real customer problems; Experience of modeling insurance data is a plus|Deep knowledge in statistical modeling, knowing what's good and what's bad and how to tweak the parameters|Proficient in Python or R, familiar with PySpark and Excel|Critical and independent thinking, able to establish logical assumptions and think through scenarios|Creative, open-minded, and positive attitude when challenges present themselves|Not afraid of doing independent research, not settling on trivial progress|Attention to detail; Sense of ownership in your work|Effective communication, able to explain complex statistical terms and results to both technical and non-technical audiences"""
HealthRhythms,Junior Data Scientist,United States,4 days ago,https://www.linkedin.com/jobs/view/junior-data-scientist-at-healthrhythms-2878698099?refId=cQ8bMK6%2BsU6H0IyBWsutAA%3D%3D&trackingId=KyZzGAHYqQb4LjVHv6k1rQ%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card,"About HealthRhythmsAt HealthRhythms, our mission is to alleviate unnecessary suffering by bringing mental health into the modern era of medicine. We have combined the multi-dimensional sensing capabilities of mobile phones with the power of embedded and cloud computing platforms and novel AI algorithms to continuously measure mental health status. We are realizing the vision of precision medicine for mental health by anticipating deterioration of mental health and delivering personalized, just-in-time interventions.We have built and tested this platform with $7M of NIH funding and are commercializing with a dual-track focus on pharma and US payors. Based on the elite quality of the team, the empirical evidence, and the innovation itself, we have closed a highly over-subscribed $11M seed financing with 36+ top Silicon Valley health tech and healthcare investors. Brook Byers (Kleiner) personally co-anchored the round with GSR Ventures ($3B health tech).If joining an accelerating, 100% remote startup that is trying to significantly improve people’s lives sounds meaningful and exciting to you, please read on and apply.As a Data Scientist, you will:Use Python to research and analyze sensor data streamsEmploy statistical methods to build behavioral health profiles of users (with NumPy, Pandas, SciPy, etc.)Apply cutting-edge machine learning tools to develop and evaluate predictive models on large sensor datasets to identify patients whose mental health is deteriorating or improvingHelp in architecting metrics and algorithms to analyze, optimize, and personalize just-in-time interventions to improve mental health outcomesAssist in streamlining our data pipeline from collection and cleaning to storage, and promote the adoption of best-practices in data science tools/techniques across the companyCommunicate data science insights to both technical and non-technical members of the team through presentations (Jupyter Notebooks, Google Slides, etc.)You have the following required experience:Master’s or equivalent in statistics, mathematics, computer science, or related technical disciplinePractical experience with advanced machine learning techniques, ideally in a production environmentDeep familiarity with Python and relevant data science libraries (NumPy, Pandas, SciPy, etc.)Proficiency in shell scriptingYou’re a person who:Has a bright and open mindRelishes a challenge, and is able to initiate and drive projects to completion with minimal guidancePossesses strong written and verbal communication skillsIs a team playerWhat we value?Mental health as foundational to overall health.Protecting patient privacy at all costs. We actively develop privacy protective algorithms to ensure that only clinically relevant information is recorded.Creating person-specific interventions driven by Machine Learning that dynamically adapt and scale, yet remain personalDeploying empirically-validated approaches to measuring and improving mental healthEmpathically supporting people in becoming more active, socially engaged, and above all more mentally healthyWe value passion in people to transform how mental health is considered in societyWe're looking forward to hearing from you!We believe that diversity makes us better: we welcome people from all backgrounds.HealthRhythms is a Social Impact OrganizationThe unmet need: In contrast to all other areas of medicine, up until now mental health has been largely reliant on subjective patient self-report. This contributes to reduced quality of care and poorer treatment outcomes, leading to higher dropout rates, ER visits, hospitalizations, etc. Mental health clinicians need objectives, continuously collected and easily interpretable patient data to fully appreciate patient status and enable quick, flexible, and targeted interventions. Patients and families need information that can help them to manage their own illness in a more effective manner.HealthRhythms is on a mission to become the world leader in objectively measuring mental health. We do this by capturing critical behavioral information -- from sleep/wake rhythms, and physical activity, to social engagement (patterns of out-of-home activity, patterns of technology use and screen time, etc.) and more -- to provide a more complete picture of individuals’ behavioral health with clinically actionable insight.Mental health clinicians, health systems and payers need objective, continuously collected and easily interpretable patient data to fully appreciate patient status and enable quick, flexible, and targeted interventions that lead to positive outcomes and reduced treatment costs. Patients, and their families, need information that can help them to manage their own illness in a more effective manner.It is time to re-imagine what the next generation of mental health care as universal health care can look like.This is a universal human problem - not local, not cultural, not tribal, this extends across all of humanity; there are different cultural expressions and it hits different cultures differently but we can bring a universal understanding to thisIf we can make the nature of this empirical and not invisible suffering then it is validating and we can remove the stigma associated with mental illnessImagine if your personal devices could really know you, know you in the sense of tracking a rich set of behaviors to continuously, accurately assess your mental healthImagine that machine learning translates that intimate knowledge of your daily behaviors into precise suggestions for behavior change that lead to improvement in symptoms of depression, anxiety and other mental disorders. This is the promise of digital phenotyping.Just as digital biomarkers can transform human access to mental health self-care, digital biomarkers can transform clinical support of more acute populations where there is a great unmet need.Our solutions ensure equity of access: they are accessible to anyone who owns a smartphone and has a connectivity contract or access WiFi. Our digital intervention platforms are accessible wherever there is cellular signal or WiFi available, bringing validated intervention to those who for either financial or geographic reasons do not have access to care.To learn more about the team Silicon Valley’s top venture capital firms deemed as world class for a mission focused on behavioral health, click here to see our team bios.Show less","b'Use Python to research and analyze sensor data streams|Employ statistical methods to build behavioral health profiles of users (with NumPy, Pandas, SciPy, etc.)|Apply cutting-edge machine learning tools to develop and evaluate predictive models on large sensor datasets to identify patients whose mental health is deteriorating or improving|Help in architecting metrics and algorithms to analyze, optimize, and personalize just-in-time interventions to improve mental health outcomes|Assist in streamlining our data pipeline from collection and cleaning to storage, and promote the adoption of best-practices in data science tools/techniques across the company|Communicate data science insights to both technical and non-technical members of the team through presentations (Jupyter Notebooks, Google Slides, etc.)|Master\xe2\x80\x99s or equivalent in statistics, mathematics, computer science, or related technical discipline|Practical experience with advanced machine learning techniques, ideally in a production environment|Deep familiarity with Python and relevant data science libraries (NumPy, Pandas, SciPy, etc.)|Proficiency in shell scripting|Has a bright and open mind|Relishes a challenge, and is able to initiate and drive projects to completion with minimal guidance|Possesses strong written and verbal communication skills|Is a team player|Mental health as foundational to overall health.|Protecting patient privacy at all costs. We actively develop privacy protective algorithms to ensure that only clinically relevant information is recorded.|Creating person-specific interventions driven by Machine Learning that dynamically adapt and scale, yet remain personal|Deploying empirically-validated approaches to measuring and improving mental health|Empathically supporting people in becoming more active, socially engaged, and above all more mentally healthy|This is a universal human problem - not local, not cultural, not tribal, this extends across all of humanity; there are different cultural expressions and it hits different cultures differently but we can bring a universal understanding to this|If we can make the nature of this empirical and not invisible suffering then it is validating and we can remove the stigma associated with mental illness|Imagine if your personal devices could really know you, know you in the sense of tracking a rich set of behaviors to continuously, accurately assess your mental health|Imagine that machine learning translates that intimate knowledge of your daily behaviors into precise suggestions for behavior change that lead to improvement in symptoms of depression, anxiety and other mental disorders. This is the promise of digital phenotyping.|Just as digital biomarkers can transform human access to mental health self-care, digital biomarkers can transform clinical support of more acute populations where there is a great unmet need.|Our solutions ensure equity of access: they are accessible to anyone who owns a smartphone and has a connectivity contract or access WiFi. Our digital intervention platforms are accessible wherever there is cellular signal or WiFi available, bringing validated intervention to those who for either financial or geographic reasons do not have access to care.|To learn more about the team Silicon Valley\xe2\x80\x99s top venture capital firms deemed as world class for a mission focused on behavioral health, click here to see our team bios.'"
Verve IT Consulting Inc,Data Scientist,"Chicago, IL",1 week ago,https://www.linkedin.com/jobs/view/data-scientist-at-verve-it-consulting-inc-2867322004?refId=cahMO0HjqvxjmN063XRv1A%3D%3D&trackingId=HYwOtFTPs53ElnhAViHWKg%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card,"Purpose:Technical expert that will independently identify, develop, and optimize new business technology solutions to address critical business needs through the integration, visualization, and analysis of large and complex data sets.Continuously seek to improve existing methods and processes.Read and adapt literature and publically available information to accomplish assignments.Demonstrate proficiency in a broad range of techniques and methods for data and health sciences, including software development, data warehousing, statistics, and/or machine learning.Responsibilities:List up to 10 main responsibilities for the job. Include information about the accountability and scope.• Independently design and develop business technology solutions to answer scientific or business questions through the integration, visualization, and analysis of data. Demonstrate proficiency across a range of technologies related to the storage, transfer, integration, visualization, and analysis of large and complex data sets.• Understand the broad objectives of the project as well as his/her role in achieving those objectives, and modify approach when required.• Learn, understand and master new methods and technologies, and act as a resource or mentor for others.• Demonstrate knowledge of the pharmaceutical and healthcare business, and utilize this knowledge in the rapid advancement of agile, impactful, and cost-effective solutions• Effectively organize and present project objectives and progress. Contribute to technical publications and presentations.• Understand and adhere to corporate standards regarding applicable Corporate and Divisional Policies, including code of conduct, safety, GxP compliance, and data security..Qualifications:List required and preferred qualifications (up to 10). Include education, skills and experience.• Bachelors Degree equivalent education and typically 5 years of experience, Masters Degree or equivalent education and typically 4 years of experience. Background in life sciences or work experience in the pharmaceutical industry preferred.• Ability to multitask and work within timelines.• Demonstrated ability to learn, understand and master new technologies.• Strong written and oral English communication skills.Show less",b''
CloudSpace LLC,Machine Learning Engineer,United States,4 days ago,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-cloudspace-llc-2876265814?refId=cahMO0HjqvxjmN063XRv1A%3D%3D&trackingId=46CURllasaGvYVkhgBAWSA%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card,"AWS Sage maker : Must HaveModel Development LifecycleMLOPS - Model Governance, Model Versioning, Model Deployment on AWSML on AWS using PythonShow less",b''
Melville Biosecurity,Data Scientist - Genomics AI,"New York, NY",2 weeks ago,https://www.linkedin.com/jobs/view/data-scientist-genomics-ai-at-melville-biosecurity-2869121735?refId=cahMO0HjqvxjmN063XRv1A%3D%3D&trackingId=rUKut4haW7NGFx0nagsWAw%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card,,
Humankind Investments,Data Scientist,New York City Metropolitan Area,3 weeks ago,https://www.linkedin.com/jobs/view/data-scientist-at-humankind-investments-2854126087?refId=cahMO0HjqvxjmN063XRv1A%3D%3D&trackingId=nZ3iAWPag7Y5g0%2F2JeHMVA%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card,"About The PositionHumankind Investments, a socially responsible investment company, is seeking an exceptional Data Scientist to support Humankind Investments marketing and operations team based in New York City. This role collaborates with the operations and marketing teams on a daily basis. The primary responsibilities of the individual will be to create data pipelines for marketing analytics, perform marketing analysis, and write code to automate key business operations functions.The position will begin remotely, but will be located in New York City when pandemic conditions ease further. It represents a unique opportunity to participate in the early stages of a financial services firm’s growth.Specific Responsibilities IncludePlan and direct a quantitatively-driven marketing research program to meet goals set by managementTranslate research results into actionable marketing decisionsContribute in a similar manner to the firm's operations generallyDevelop and maintain exceptional working relationships with internal teams and external stakeholdersSkills & Experience RequiredAdvanced degree in a quantitative or social science discipline preferredComputer programming skills requiredPython proficiency preferredClick-data experience preferredMust be willing to roll up their sleeves to perform any and all responsibilities needed to ensure success. A motivated self-starter.Strong problem-solving skills and demonstrated ability to take initiative and critically analyze processes and procedures in a push toward constant improvement.Ability to prioritize, lead discussions, multitask and coordinate objectives among a diversified group of stakeholders.Excellent communication skills and ability to understand the audience. Articulate and explain complex issues to various individuals in different functioning roles.Organized, detail oriented and extremely thorough while having the confidence and communication skills to ensure work processes are completed accurately and effectively.Team oriented individual with ability to work well with diverse groups.Proficient in Microsoft Word, Excel, Outlook and PowerPointShow less","b""Plan and direct a quantitatively-driven marketing research program to meet goals set by management|Translate research results into actionable marketing decisions|Contribute in a similar manner to the firm's operations generally|Develop and maintain exceptional working relationships with internal teams and external stakeholders|Advanced degree in a quantitative or social science discipline preferred|Computer programming skills required|Python proficiency preferred|Click-data experience preferred|Must be willing to roll up their sleeves to perform any and all responsibilities needed to ensure success. A motivated self-starter.|Strong problem-solving skills and demonstrated ability to take initiative and critically analyze processes and procedures in a push toward constant improvement.|Ability to prioritize, lead discussions, multitask and coordinate objectives among a diversified group of stakeholders.|Excellent communication skills and ability to understand the audience. Articulate and explain complex issues to various individuals in different functioning roles.|Organized, detail oriented and extremely thorough while having the confidence and communication skills to ensure work processes are completed accurately and effectively.|Team oriented individual with ability to work well with diverse groups.|Proficient in Microsoft Word, Excel, Outlook and PowerPoint"""
The Home Depot,"Data Scientist, Online Marketing (Remote)","Atlanta, GA",4 weeks ago,https://www.linkedin.com/jobs/view/data-scientist-online-marketing-remote-at-the-home-depot-2874141180?refId=cahMO0HjqvxjmN063XRv1A%3D%3D&trackingId=fJjsp12xMLM3X%2Fz3CrNyHg%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card,"The Home Depot is able to offer virtual employment of this position in the following states: AL, AK, AZ, AR, DE, DC, FL, GA, HI, ID, IL, IN, IA, KS, KY, LA, ME, MD, MA, MI, MN, MS, MO, MT, NE, NH, NJ, NM, NY, NC, ND, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VT, VA, WA, WV, WI, WYPOSITION PURPOSEThe Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.Major Tasks, Responsibilities And Key Accountabilities55% Solution Development - Design and develop algorithms and models to use against large datasets to create business insights; Participates in large data analytics project teams by serving as a technical lead for analytics projects; May lead small projects and work independently on solution development; Execute tasks with high levels of efficiency and quality; Make appropriate selection, utilization and interpretation of advanced analytical methodologies20% Communicating Results - Effectively communicate insights and recommendations to both technical and non-technical leaders and business customers/partners; Present recommendations in a confident manner in order to influence execution of recommendation; Prepare reports, updates and/or presentations related to progress made on a project or solution; Clearly communicate impacts of recommendations to drive alignment and appropriate implementation10% Business Collaboration - Incorporate business knowledge into solution approach; Effectively develop trust and collaboration with internal customers and cross-functional teams; Work with project teams and business partners to determine project goals15% Technical Exploration & Development - Seek further knowledge on key developments within data science, technical skill sets, and additional data sources; Participate in the continuous improvement of data science and analytics by developing replicable solutions (for example, codified data products, project documentation, process flowcharts) to ensure solutions are leveraged for future projects; Build and maintain library of reusable algorithms for future use, ensuring developed codes are documentedNATURE AND SCOPEThis position typically reports to Manager or aboveThis position has 0 Direct Reports and leads/manages projectsEnvironmentENVIRONMENTAL JOB REQUIREMENTSLocated in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.TravelTypically requires overnight travel less than 10% of the time.Minimum QualificationsAdditional Environmental Job Requirements:Must be eighteen years of age or older.Must be legally permitted to work in the United States.Education RequiredAdditional Minimum Qualifications:The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to the job.Years of Relevant Work Experience: 3 yearsPhysical RequirementsMost of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.Additional QualificationsDemonstrated experience in predictive modeling, data mining and data analysisPreferred QualificationsMasters in a quantitative field (Computer Science, Math, Statistics, etc.) or equivalent work experience4+ years of experience in business intelligence and analyticsWorking knowledge of Microsoft Excel and Power PointExperience in a modern scripting language (preferably Python)Proficient running queries against data (preferably with Google BigQuery or SQL)Proficient with data visualization software (preferably Tableau)Proficient utilizing statistical techniques to identify key insights that help solve business problemsKnowledgeable in Prescriptive Modeling like optimization, computer vision, recommendation, search or NLPKnowledge, Skills, Abilities And CompetenciesAction Oriented: Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasmBusiness Insight: Applying knowledge of the business and the marketplace to advance the organization's goalsCollaborates: Building partnerships and working collaboratively with others to meet shared objectivesCommunicates Effectively: Developing and delivering multi-mode communications that convey a clear understanding of the unique needs of different audiencesCustomer Focus: Building strong customer relationships and delivering customer-centric solutionsDrives Results: Consistently achieving results, even under tough circumstancesNimble Learning: Actively learning through experimentation when tackling new problems, using both successes and failures as learning fodderOptimizes Work Processes: Knowing the most efficient and effective processes to get things done, with a focus on continuous improvementPlans and Aligns: Planning and prioritizing work to meet commitments aligned with organizational goalsSelf-Development: Actively seeking new ways to grow and be challenged using both formal and informal development channelsShow less","b""55% Solution Development - Design and develop algorithms and models to use against large datasets to create business insights; Participates in large data analytics project teams by serving as a technical lead for analytics projects; May lead small projects and work independently on solution development; Execute tasks with high levels of efficiency and quality; Make appropriate selection, utilization and interpretation of advanced analytical methodologies|20% Communicating Results - Effectively communicate insights and recommendations to both technical and non-technical leaders and business customers/partners; Present recommendations in a confident manner in order to influence execution of recommendation; Prepare reports, updates and/or presentations related to progress made on a project or solution; Clearly communicate impacts of recommendations to drive alignment and appropriate implementation|10% Business Collaboration - Incorporate business knowledge into solution approach; Effectively develop trust and collaboration with internal customers and cross-functional teams; Work with project teams and business partners to determine project goals|15% Technical Exploration & Development - Seek further knowledge on key developments within data science, technical skill sets, and additional data sources; Participate in the continuous improvement of data science and analytics by developing replicable solutions (for example, codified data products, project documentation, process flowcharts) to ensure solutions are leveraged for future projects; Build and maintain library of reusable algorithms for future use, ensuring developed codes are documented|Demonstrated experience in predictive modeling, data mining and data analysis|Masters in a quantitative field (Computer Science, Math, Statistics, etc.) or equivalent work experience|4+ years of experience in business intelligence and analytics|Working knowledge of Microsoft Excel and Power Point|Experience in a modern scripting language (preferably Python)|Proficient running queries against data (preferably with Google BigQuery or SQL)|Proficient with data visualization software (preferably Tableau)|Proficient utilizing statistical techniques to identify key insights that help solve business problems|Knowledgeable in Prescriptive Modeling like optimization, computer vision, recommendation, search or NLP|Action Oriented: Taking on new opportunities and tough challenges with a sense of urgency, high energy, and enthusiasm|Business Insight: Applying knowledge of the business and the marketplace to advance the organization's goals|Collaborates: Building partnerships and working collaboratively with others to meet shared objectives|Communicates Effectively: Developing and delivering multi-mode communications that convey a clear understanding of the unique needs of different audiences|Customer Focus: Building strong customer relationships and delivering customer-centric solutions|Drives Results: Consistently achieving results, even under tough circumstances|Nimble Learning: Actively learning through experimentation when tackling new problems, using both successes and failures as learning fodder|Optimizes Work Processes: Knowing the most efficient and effective processes to get things done, with a focus on continuous improvement|Plans and Aligns: Planning and prioritizing work to meet commitments aligned with organizational goals|Self-Development: Actively seeking new ways to grow and be challenged using both formal and informal development channels"""
Yellow Jacket inc,Data Scientist,"North Chicago, IL",6 days ago,,,
